,Unnamed: 0,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
0,0,31.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
1,1,30.0,Masculino,Espírito Santo (ES),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
2,2,37.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Até 2 anos,Amarela,Sudeste
3,3,22.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
4,4,34.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
5,5,30.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
6,6,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
7,7,35.0,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca,Sudeste
8,8,27.0,Masculino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
9,9,28.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
10,10,25.0,Masculino,Sergipe (SE),Analista de BI,Júnior,1500.0,Até 2 anos,Preta,Nordeste
11,11,46.0,Feminino,Pernambuco (PE),,,,,Parda,Nordeste
12,12,32.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,3500.0,Até 2 anos,Preta,Sul
13,13,39.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca,Sudeste
14,14,36.0,Masculino,Distrito Federal (DF),,,14000.0,de 7 a 10 anos,Branca,Centro-Oeste
15,15,35.0,Feminino,Minas Gerais (MG),,,10000.0,de 4 a 6 anos,Branca,Sudeste
16,16,29.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
17,17,29.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,2500.0,Até 2 anos,Não informado,Sudeste
18,18,27.0,Masculino,Paraná (PR),Outra opção,Júnior,2500.0,de 3 a 4 anos,Parda,Sul
19,19,31.0,Masculino,Rio de Janeiro (RJ),,,10000.0,de 7 a 10 anos,Branca,Sudeste
20,20,35.0,Masculino,Paraíba (PB),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda,Nordeste
21,21,35.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
22,22,29.0,Masculino,Paraná (PR),Cientista de dados,Sênior,40000.0,de 4 a 6 anos,Branca,Sul
23,23,44.0,Feminino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
24,24,25.0,Feminino,São Paulo (SP),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
25,25,36.0,Masculino,Acre (AC),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Norte
26,26,36.0,Feminino,Minas Gerais (MG),,,14000.0,Mais de 10 anos,Parda,Sudeste
27,27,46.0,Masculino,Santa Catarina (SC),Outra opção,Pleno,10000.0,Até 2 anos,Branca,Sul
28,28,33.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Parda,Sudeste
29,29,30.0,Masculino,São Paulo (SP),Outra opção,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
30,30,32.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 7 a 10 anos,Parda,Sudeste
31,31,38.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Preta,Sudeste
32,32,36.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Parda,Sudeste
33,33,53.0,Masculino,Rio Grande do Sul (RS),Outra opção,Pleno,3500.0,Até 2 anos,Branca,Sul
34,34,23.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Amarela,Sudeste
35,35,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
36,36,33.0,Feminino,Bahia (BA),Analista de BI,Sênior,5000.0,de 7 a 10 anos,Branca,Nordeste
37,37,36.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sul
38,38,29.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sudeste
39,39,38.0,Masculino,Paraná (PR),Analista de Dados,Pleno,5000.0,Mais de 10 anos,Branca,Sul
40,40,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Sul
41,41,27.0,Masculino,Pará (PA),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Norte
42,42,26.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
43,43,30.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Parda,Sudeste
44,44,26.0,Feminino,Paraná (PR),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sul
45,45,50.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Parda,Sudeste
46,46,23.0,Feminino,Minas Gerais (MG),,,5000.0,de 3 a 4 anos,Branca,Sudeste
47,47,22.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
48,48,39.0,Masculino,Goiás (GO),Analista de BI,Júnior,5000.0,Até 2 anos,Parda,Centro-Oeste
49,49,34.0,Feminino,Pernambuco (PE),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Nordeste
50,50,23.0,Masculino,,Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Desconhecida
51,51,29.0,Masculino,Distrito Federal (DF),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Preta,Centro-Oeste
52,52,25.0,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Sudeste
53,53,26.0,Feminino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca,Sul
54,54,27.0,Masculino,Pernambuco (PE),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Preta,Nordeste
55,55,27.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
56,56,24.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
57,57,22.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
58,58,29.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Preta,Sudeste
59,59,32.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sul
60,60,38.0,Feminino,Espírito Santo (ES),Outra opção,Sênior,7000.0,de 3 a 4 anos,Branca,Sudeste
61,61,62.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
62,62,27.0,Masculino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Sul
63,63,27.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca,Sudeste
64,64,27.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,7000.0,Até 2 anos,Branca,Sul
65,65,29.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sul
66,66,23.0,Feminino,Bahia (BA),,,,,Branca,Nordeste
67,67,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Preta,Sul
68,68,26.0,Masculino,Mato Grosso (MT),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Centro-Oeste
69,69,33.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Amarela,Sudeste
70,70,24.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
71,71,26.0,Feminino,Rio de Janeiro (RJ),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
72,72,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
73,73,37.0,Feminino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca,Sul
74,74,33.0,Masculino,Paraná (PR),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Branca,Sul
75,75,25.0,Masculino,Piauí (PI),,,,,Branca,Nordeste
76,76,30.0,Masculino,Rio Grande do Sul (RS),,,14000.0,de 7 a 10 anos,Branca,Sul
77,77,43.0,Masculino,Paraná (PR),Outra opção,Júnior,2500.0,de 7 a 10 anos,Parda,Sul
78,78,29.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
79,79,30.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda,Sudeste
80,80,48.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Até 2 anos,Branca,Sudeste
81,81,29.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Centro-Oeste
82,82,27.0,Masculino,Espírito Santo (ES),,,10000.0,de 3 a 4 anos,Branca,Sudeste
83,83,28.0,Masculino,Espírito Santo (ES),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
84,84,27.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sul
85,85,28.0,Masculino,Santa Catarina (SC),Cientista de dados,Júnior,1000.0,de 3 a 4 anos,Branca,Sul
86,86,29.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
87,87,,,,,,,,,Desconhecida
88,88,21.0,Masculino,Goiás (GO),,,,,Branca,Centro-Oeste
89,89,49.0,Masculino,São Paulo (SP),,,27500.0,de 4 a 6 anos,Branca,Sudeste
90,90,33.0,Feminino,Pernambuco (PE),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Nordeste
91,91,23.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,Até 2 anos,Parda,Sudeste
92,92,27.0,Masculino,Goiás (GO),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Parda,Centro-Oeste
93,93,37.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
94,94,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Amarela,Sudeste
95,95,24.0,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sudeste
96,96,24.0,Feminino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sudeste
97,97,35.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 7 a 10 anos,Parda,Sudeste
98,98,26.0,Masculino,Ceará (CE),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Nordeste
99,99,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
100,100,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca,Sudeste
101,101,19.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sudeste
102,102,28.0,Feminino,Minas Gerais (MG),,,,,Parda,Sudeste
103,103,42.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Branca,Sudeste
104,104,,,,,,,,,Desconhecida
105,105,30.0,Masculino,São Paulo (SP),,,22500.0,de 4 a 6 anos,Branca,Sudeste
106,106,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
107,107,25.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,5000.0,Até 2 anos,Parda,Sudeste
108,108,26.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca,Sul
109,109,29.0,Feminino,Paraná (PR),,,10000.0,de 3 a 4 anos,Branca,Sul
110,110,24.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
111,111,32.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Preta,Sudeste
112,112,41.0,Feminino,Paraná (PR),Outra opção,Sênior,10000.0,de 3 a 4 anos,Parda,Sul
113,113,33.0,Masculino,Minas Gerais (MG),,,18000.0,Mais de 10 anos,Branca,Sudeste
114,114,37.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
115,115,31.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sul
116,116,26.0,Feminino,Espírito Santo (ES),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
117,117,30.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
118,118,31.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sul
119,119,26.0,Masculino,Paraná (PR),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sul
120,120,26.0,Feminino,Piauí (PI),Cientista de dados,Júnior,1500.0,Até 2 anos,Parda,Nordeste
121,121,50.0,Masculino,Minas Gerais (MG),,,40000.0,Mais de 10 anos,Branca,Sudeste
122,122,37.0,Masculino,,Analista de Dados,Pleno,18000.0,de 3 a 4 anos,Branca,Desconhecida
123,123,36.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
124,124,32.0,Masculino,Espírito Santo (ES),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
125,125,50.0,Feminino,Minas Gerais (MG),,,,,Parda,Sudeste
126,126,28.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
127,127,27.0,Feminino,,,,,,Branca,Desconhecida
128,128,29.0,Masculino,Espírito Santo (ES),,,10000.0,de 3 a 4 anos,Preta,Sudeste
129,129,38.0,Masculino,São Paulo (SP),Analista de BI,Sênior,27500.0,Mais de 10 anos,Parda,Sudeste
130,130,42.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
131,131,30.0,Masculino,Rio de Janeiro (RJ),Outra opção,Pleno,5000.0,de 4 a 6 anos,Preta,Sudeste
132,132,25.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,Sul
133,133,24.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
134,134,27.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sul
135,135,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
136,136,35.0,Masculino,Rio de Janeiro (RJ),Outra opção,Pleno,1500.0,Até 2 anos,Parda,Sudeste
137,137,27.0,Feminino,Paraná (PR),,,7000.0,de 3 a 4 anos,Parda,Sul
138,138,29.0,Masculino,Paraíba (PB),Engenheiro de dados,Júnior,5000.0,de 3 a 4 anos,Branca,Nordeste
139,139,26.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
140,140,,,,,,,,,Desconhecida
141,141,41.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca,Sudeste
142,142,38.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Amarela,Sudeste
143,143,29.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Sudeste
144,144,27.0,Feminino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Preta,Sudeste
145,145,25.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
146,146,43.0,Masculino,Rio Grande do Sul (RS),Outra opção,Júnior,5000.0,Mais de 10 anos,Branca,Sul
147,147,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
148,148,25.0,Masculino,Ceará (CE),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Nordeste
149,149,45.0,Masculino,,,,35000.0,de 7 a 10 anos,Preta,Desconhecida
150,150,31.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
151,151,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Amarela,Sudeste
152,152,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
153,153,25.0,Masculino,Paraná (PR),,,,,Branca,Sul
154,154,28.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Nordeste
155,155,31.0,Feminino,Rio de Janeiro (RJ),,,7000.0,Até 2 anos,Branca,Sudeste
156,156,22.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
157,157,26.0,Masculino,Paraná (PR),,,,,Branca,Sul
158,158,30.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Preta,Sudeste
159,159,23.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,Até 2 anos,Parda,Sudeste
160,160,38.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,7000.0,de 4 a 6 anos,Preta,Sudeste
161,161,35.0,Masculino,Bahia (BA),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda,Nordeste
162,162,27.0,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Preta,Sudeste
163,163,29.0,Masculino,Piauí (PI),,,,,Preta,Nordeste
164,164,43.0,Masculino,Mato Grosso do Sul (MS),Outra opção,Pleno,7000.0,de 3 a 4 anos,Parda,Centro-Oeste
165,165,,,,,,,,,Desconhecida
166,166,23.0,Masculino,Alagoas (AL),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Preta,Nordeste
167,167,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
168,168,39.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
169,169,33.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
170,170,34.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
171,171,31.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
172,172,26.0,Feminino,Paraná (PR),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sul
173,173,33.0,Feminino,Pernambuco (PE),,,,,Branca,Nordeste
174,174,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
175,175,27.0,Masculino,Rio Grande do Sul (RS),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sul
176,176,29.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
177,177,39.0,Masculino,Paraná (PR),Outra opção,Sênior,14000.0,Até 2 anos,Parda,Sul
178,178,28.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
179,179,29.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,14000.0,Até 2 anos,Branca,Sul
180,180,36.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Branca,Sudeste
181,181,31.0,Masculino,Paraná (PR),Cientista de dados,Pleno,2500.0,Até 2 anos,Branca,Sul
182,182,24.0,Feminino,Paraíba (PB),Analista de BI,Júnior,1500.0,Até 2 anos,Parda,Nordeste
183,183,22.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Parda,Sul
184,184,32.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sul
185,185,35.0,Feminino,Minas Gerais (MG),Analista de BI,Sênior,18000.0,de 3 a 4 anos,Outra,Sudeste
186,186,40.0,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Preta,Sudeste
187,187,28.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca,Sul
188,188,33.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sul
189,189,,,,,,,,,Desconhecida
190,190,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Júnior,7000.0,de 3 a 4 anos,Parda,Sudeste
191,191,38.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,Até 2 anos,Preta,Sudeste
192,192,40.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca,Sudeste
193,193,30.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,Até 2 anos,Branca,Sudeste
194,194,41.0,Masculino,,Analista de Dados,Pleno,10000.0,de 7 a 10 anos,Branca,Desconhecida
195,195,26.0,Feminino,Paraná (PR),Outra opção,Pleno,10000.0,Até 2 anos,Amarela,Sul
196,196,32.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
197,197,29.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Sudeste
198,198,28.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sul
199,199,36.0,Masculino,Santa Catarina (SC),,,18000.0,de 7 a 10 anos,Branca,Sul
200,200,54.0,Masculino,São Paulo (SP),Outra opção,Sênior,5000.0,Mais de 10 anos,Preta,Sudeste
201,201,32.0,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
202,202,28.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
203,203,33.0,Feminino,Pernambuco (PE),,,,,Branca,Nordeste
204,204,25.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
205,205,45.0,Masculino,Mato Grosso do Sul (MS),,,27500.0,Mais de 10 anos,Amarela,Centro-Oeste
206,206,,,,,,,,,Desconhecida
207,207,31.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
208,208,32.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
209,209,29.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Branca,Sul
210,210,30.0,Feminino,Paraná (PR),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
211,211,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
212,212,48.0,Feminino,São Paulo (SP),,,18000.0,Até 2 anos,Branca,Sudeste
213,213,44.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Branca,Sudeste
214,214,28.0,Masculino,Espírito Santo (ES),,,,,Parda,Sudeste
215,215,30.0,Feminino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sul
216,216,49.0,Masculino,Sergipe (SE),,,,,Parda,Nordeste
217,217,28.0,Masculino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Sudeste
218,218,22.0,Masculino,Piauí (PI),Analista de Dados,Júnior,1500.0,Até 2 anos,Parda,Nordeste
219,219,33.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sul
220,220,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Amarela,Sudeste
221,221,28.0,Masculino,Bahia (BA),,,,,Branca,Nordeste
222,222,31.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,3500.0,Até 2 anos,Parda,Sudeste
223,223,33.0,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Centro-Oeste
224,224,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
225,225,36.0,Feminino,São Paulo (SP),,,35000.0,Mais de 10 anos,Parda,Sudeste
226,226,24.0,Feminino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Preta,Sul
227,227,26.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
228,228,48.0,Masculino,São Paulo (SP),,,10000.0,Mais de 10 anos,Parda,Sudeste
229,229,20.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sul
230,230,55.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Amarela,Sudeste
231,231,31.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Preta,Centro-Oeste
232,232,29.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
233,233,32.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
234,234,40.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Preta,Sudeste
235,235,30.0,Masculino,Paraná (PR),Outra opção,Júnior,3500.0,de 3 a 4 anos,Branca,Sul
236,236,32.0,Masculino,Paraíba (PB),Analista de Dados,Júnior,7000.0,Até 2 anos,Parda,Nordeste
237,237,28.0,Masculino,Santa Catarina (SC),,,10000.0,de 3 a 4 anos,Branca,Sul
238,238,25.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
239,239,28.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
240,240,30.0,Feminino,Rio de Janeiro (RJ),Analista de BI,Sênior,18000.0,de 3 a 4 anos,Branca,Sudeste
241,241,29.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Preta,Sudeste
242,242,37.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Parda,Sudeste
243,243,19.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
244,244,32.0,Masculino,Paraíba (PB),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Nordeste
245,245,25.0,Masculino,Paraná (PR),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sul
246,246,33.0,Feminino,,Analista de BI,Sênior,10000.0,Mais de 10 anos,Amarela,Desconhecida
247,247,35.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
248,248,38.0,Masculino,Espírito Santo (ES),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda,Sudeste
249,249,32.0,Masculino,Rio de Janeiro (RJ),,,22500.0,de 4 a 6 anos,Outra,Sudeste
